datetime,portfolio_value,cash,return
2023-12-01 09:30:00-05:00,100000.0,100000.0,
2023-12-02 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-08 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-11 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-12 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-13 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-14 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-15 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-16 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-19 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-20 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-21 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-22 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-23 09:30:00-05:00,100000.0,150229.15844726562,0.0
2023-12-26 09:30:00-05:00,99977.73767089844,150229.15844726562,-0.00022262329101563338
2023-12-27 09:30:00-05:00,99832.51818847656,150229.15844726562,-0.0014525181885981509
2023-12-28 09:30:00-05:00,99679.8779296875,150229.15844726562,-0.0015289633233621647
2023-12-29 09:30:00-05:00,99721.21948242188,150229.15844726562,0.0004147432119001593
2023-12-30 09:30:00-05:00,99721.21948242188,150229.15844726562,0.0
2024-01-02 09:30:00-05:00,100180.19805908203,150229.15844726562,0.004602616966001616
2024-01-03 09:30:00-05:00,100363.57922363281,150229.15844726562,0.001830513096436892
2024-01-04 09:30:00-05:00,100589.35974121094,150229.15844726562,0.0022496260030249182
2024-01-05 09:30:00-05:00,100675.21948242188,150229.15844726562,0.000853566832832442
2024-01-06 09:30:00-05:00,100675.21948242188,150229.15844726562,0.0
2024-01-08 09:30:00-05:00,100575.57922363281,150229.15844726562,-0.0009897198069328539
